ciudad,distrito,barrio,calle,precio_m2_distrito,precio_m2_barrio,precio_m2_calle
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Casco histórico,2.2366083064279425,2.2366083064279425,2.717073170731707
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Casco histórico,2.2366083064279425,2.2366083064279425,2.717073170731707
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,El pilar - bripac,2.2366083064279425,2.2366083064279425,1.9485046728971964
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,El pilar - bripac,2.2366083064279425,2.2366083064279425,1.9485046728971964
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,El pilar - bripac,2.2366083064279425,2.2366083064279425,1.9485046728971964
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,El pilar - bripac,2.2366083064279425,2.2366083064279425,1.9485046728971964
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,El pilar - bripac,2.2366083064279425,2.2366083064279425,1.9485046728971964
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Ensanche,2.2366083064279425,2.2366083064279425,2.2439456824512534
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Juan de austria,2.2366083064279425,2.2366083064279425,2.5127136627906976
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,La garena,2.2366083064279425,2.2366083064279425,2.2171052631578947
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Reyes católicos,2.2366083064279425,2.2366083064279425,1.8305967871485944
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,Val,2.2366083064279425,2.2366083064279425,2.5972466081404626
Alcalá de Henares,Casco Histórico,Casco Histórico,Calle cardenal cisneros,2.2117962466487935,2.2117962466487935,2.2117962466487935
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Barberán y collar,2.823857571451129,2.823857571451129,3.3197674418604652
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Barberán y collar,2.823857571451129,2.823857571451129,3.3197674418604652
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Barberán y collar,2.823857571451129,2.823857571451129,3.3197674418604652
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Barberán y collar,2.823857571451129,2.823857571451129,3.3197674418604652
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Barberán y collar,2.823857571451129,2.823857571451129,3.3197674418604652
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle barberán y collar,2.823857571451129,2.823857571451129,3.4
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle de la aviación española,2.823857571451129,2.823857571451129,3.1114808652246255
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle garcía morato,2.823857571451129,2.823857571451129,2.024251012145749
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle general herrera,2.823857571451129,2.823857571451129,1.7788461538461537
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle general herrera,2.823857571451129,2.823857571451129,1.7788461538461537
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle ocho de marzo,2.823857571451129,2.823857571451129,4.266666666666667
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle princesa éboli,2.823857571451129,2.823857571451129,2.728813559322034
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Calle virgen de loreto,2.823857571451129,2.823857571451129,3.3608732513777024
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,José ortega y gasset,2.823857571451129,2.823857571451129,1.7547592385218365
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,José ortega y gasset,2.823857571451129,2.823857571451129,1.7547592385218365
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,José ortega y gasset,2.823857571451129,2.823857571451129,1.7547592385218365
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Senda perdida,2.823857571451129,2.823857571451129,3.150443786982249
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Senda perdida,2.823857571451129,2.823857571451129,3.150443786982249
Alcalá de Henares,El Pilar - Bripac,El Pilar - Bripac,Senda perdida,2.823857571451129,2.823857571451129,3.150443786982249
Alcalá de Henares,Ensanche,Ensanche,Avenida doctor marañón,2.628454584588894,2.628454584588894,2.8974358974358974
Alcalá de Henares,Ensanche,Ensanche,Avenida miguel de unamuno,2.628454584588894,2.628454584588894,1.9298245614035088
Alcalá de Henares,Ensanche,Ensanche,Calle alejo carpentier,2.628454584588894,2.628454584588894,3.3185840707964602
Alcalá de Henares,Ensanche,Ensanche,Calle baezuela,2.628454584588894,2.628454584588894,1.921487603305785
Alcalá de Henares,Ensanche,Ensanche,Calle carabaña,2.628454584588894,2.628454584588894,3.5282352941176467
Alcalá de Henares,Ensanche,Ensanche,Calle dámaso alonso,2.628454584588894,2.628454584588894,2.4642857142857144
Alcalá de Henares,Ensanche,Ensanche,Calle gerardo diego,2.628454584588894,2.628454584588894,3.056603773584906
Alcalá de Henares,Ensanche,Ensanche,Calle jorge luis borges,2.628454584588894,2.628454584588894,2.905128205128205
Alcalá de Henares,Ensanche,Ensanche,Calle josé maría pereda,2.628454584588894,2.628454584588894,2.8395
Alcalá de Henares,Ensanche,Ensanche,Calle josé maría pereda,2.628454584588894,2.628454584588894,2.8395
Alcalá de Henares,Ensanche,Ensanche,Calle luis rosales,2.628454584588894,2.628454584588894,2.6195999999999997
Alcalá de Henares,Ensanche,Ensanche,Calle luis rosales,2.628454584588894,2.628454584588894,2.6195999999999997
Alcalá de Henares,Ensanche,Ensanche,Calle miguel delibes,2.628454584588894,2.628454584588894,3.0612244897959187
Alcalá de Henares,Ensanche,Ensanche,Calle miguel delibes,2.628454584588894,2.628454584588894,3.0612244897959187
Alcalá de Henares,Ensanche,Ensanche,De camilo josé cela,2.628454584588894,2.628454584588894,3.7682926829268295
Alcalá de Henares,Ensanche,Ensanche,Dr. marañón,2.628454584588894,2.628454584588894,2.410914454277286
Alcalá de Henares,Ensanche,Ensanche,Dr. marañón,2.628454584588894,2.628454584588894,2.410914454277286
Alcalá de Henares,Ensanche,Ensanche,Parque los nogales,2.628454584588894,2.628454584588894,2.1203703703703702
Alcalá de Henares,La Garena,La Garena,Arturo soria,2.5343614457831327,2.5343614457831327,2.8716216216216215
Alcalá de Henares,La Garena,La Garena,Calle antonio suarez,2.5343614457831327,2.5343614457831327,2.425
Alcalá de Henares,La Garena,La Garena,Calle antonio suárez,2.5343614457831327,2.5343614457831327,2.763990267639903
Alcalá de Henares,La Garena,La Garena,Calle antonio suárez,2.5343614457831327,2.5343614457831327,2.763990267639903
Alcalá de Henares,La Garena,La Garena,Calle antonio suárez,2.5343614457831327,2.5343614457831327,2.763990267639903
Alcalá de Henares,La Garena,La Garena,Calle antonio suárez,2.5343614457831327,2.5343614457831327,2.763990267639903
Alcalá de Henares,La Garena,La Garena,Calle antonio suárez,2.5343614457831327,2.5343614457831327,2.763990267639903
Alcalá de Henares,La Garena,La Garena,Calle arturo soria,2.5343614457831327,2.5343614457831327,6.602530556813038
Alcalá de Henares,La Garena,La Garena,Calle arturo soria,2.5343614457831327,2.5343614457831327,6.602530556813038
Alcalá de Henares,La Garena,La Garena,Calle juanelo turriano,2.5343614457831327,2.5343614457831327,1.723046153846154
Alcalá de Henares,La Garena,La Garena,Plaza de teodosio,2.5343614457831327,2.5343614457831327,3.5439024390243903
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Avenida de nuestra señora de belén,1.6707883817427387,1.6707883817427387,1.3630573248407643
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Avenida de nuestra señora de belén,1.6707883817427387,1.6707883817427387,1.3630573248407643
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Bartolome de castro,1.6707883817427387,1.6707883817427387,1.075
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle de hernán cortés,1.6707883817427387,1.6707883817427387,4.406666666666667
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle de hernán cortés,1.6707883817427387,1.6707883817427387,4.406666666666667
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle gardenia,1.6707883817427387,1.6707883817427387,2.3873873873873874
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle gran capitán,1.6707883817427387,1.6707883817427387,2.04875
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle hernando de soto,1.6707883817427387,1.6707883817427387,0.9125
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle juan de la cosa,1.6707883817427387,1.6707883817427387,2.2950819672131146
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle juan de vergara,1.6707883817427387,1.6707883817427387,1.3475
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle juan de vergara,1.6707883817427387,1.6707883817427387,1.3475
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle orquídea,1.6707883817427387,1.6707883817427387,1.0769230769230769
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle san fructuoso,1.6707883817427387,1.6707883817427387,2.52112676056338
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle sándalo,1.6707883817427387,1.6707883817427387,2.5689655172413794
Alcalá de Henares,Reyes Católicos,Reyes Católicos,Calle vargas machuca,1.6707883817427387,1.6707883817427387,2.1511627906976747
Alcalá de Henares,Val,Juan de Austria,Andrea doria,2.3049752094375107,2.5719957081545064,2.4153846153846152
Alcalá de Henares,Val,Juan de Austria,Avenida juan de austria,2.3049752094375107,2.5719957081545064,2.6395833333333334
Alcalá de Henares,Val,Juan de Austria,Avenida juan de austria,2.3049752094375107,2.5719957081545064,2.6395833333333334
Alcalá de Henares,Val,Juan de Austria,Calle andrea doria,2.3049752094375107,2.5719957081545064,2.4727272727272727
Alcalá de Henares,Val,Juan de Austria,Calle antonio machado,2.3049752094375107,2.5719957081545064,3.395408163265306
Alcalá de Henares,Val,Juan de Austria,Calle antonio machado,2.3049752094375107,2.5719957081545064,3.395408163265306
Alcalá de Henares,Val,Juan de Austria,Calle antonio machado,2.3049752094375107,2.5719957081545064,3.395408163265306
Alcalá de Henares,Val,Juan de Austria,Calle batalla de lepanto,2.3049752094375107,2.5719957081545064,2.253086419753086
Alcalá de Henares,Val,Juan de Austria,Calle batalla de lepanto,2.3049752094375107,2.5719957081545064,2.253086419753086
Alcalá de Henares,Val,Juan de Austria,Calle de carlos ii,2.3049752094375107,2.5719957081545064,2.887777777777778
Alcalá de Henares,Val,Juan de Austria,Calle de gil de andrade,2.3049752094375107,2.5719957081545064,2.9032258064516125
Alcalá de Henares,Val,Juan de Austria,Calle de la coruña,2.3049752094375107,2.5719957081545064,4.10958904109589
Alcalá de Henares,Val,Juan de Austria,Calle de la plaza de toros,2.3049752094375107,2.5719957081545064,2.0454545454545454
Alcalá de Henares,Val,Juan de Austria,Calle divino figueroa,2.3049752094375107,2.5719957081545064,2.4492753623188404
Alcalá de Henares,Val,Juan de Austria,Calle divino valles,2.3049752094375107,2.5719957081545064,2.8285714285714283
Alcalá de Henares,Val,Juan de Austria,Calle gil de andrade,2.3049752094375107,2.5719957081545064,2.3866666666666667
Alcalá de Henares,Val,Juan de Austria,Calle juan de soto,2.3049752094375107,2.5719957081545064,2.4423076923076925
Alcalá de Henares,Val,Juan de Austria,Calle miguel de moncada,2.3049752094375107,2.5719957081545064,2.0921052631578947
Alcalá de Henares,Val,Juan de Austria,Calle teniente ruiz,2.3049752094375107,2.5719957081545064,2.174358974358974
Alcalá de Henares,Val,Juan de Austria,Calle teniente ruiz,2.3049752094375107,2.5719957081545064,2.174358974358974
Alcalá de Henares,Val,Juan de Austria,Miguel de moncada,2.3049752094375107,2.5719957081545064,1.9411764705882353
Alcalá de Henares,Val,Juan de Austria,Plaza de españa,2.3049752094375107,2.5719957081545064,4.363636363636364
Alcalá de Henares,Val,Juan de Austria,Ronda ancha,2.3049752094375107,2.5719957081545064,2.558139534883721
Alcalá de Henares,Val,Juan de Austria,Santa monica,2.3049752094375107,2.5719957081545064,1.8060240963855423
Alcalá de Henares,Val,Val,Avendia castilla,2.3049752094375107,2.1800752823086573,2.413114754098361
Alcalá de Henares,Val,Val,Avenida de lope de figueroa,2.3049752094375107,2.1800752823086573,2.4111111111111114
Alcalá de Henares,Val,Val,Avenida virgen del val,2.3049752094375107,2.1800752823086573,1.355263157894737
Alcalá de Henares,Val,Val,Avenida virgen del val,2.3049752094375107,2.1800752823086573,1.355263157894737
Alcalá de Henares,Val,Val,Avenida virgen del val,2.3049752094375107,2.1800752823086573,1.355263157894737
Alcalá de Henares,Val,Val,Calle bellavista,2.3049752094375107,2.1800752823086573,3.033707865168539
Alcalá de Henares,Val,Val,Calle bilbao,2.3049752094375107,2.1800752823086573,2.4450549450549453
Alcalá de Henares,Val,Val,Calle de albacete,2.3049752094375107,2.1800752823086573,3.246376811594203
Alcalá de Henares,Val,Val,Calle de andujar,2.3049752094375107,2.1800752823086573,2.32753164556962
Alcalá de Henares,Val,Val,Calle de andujar,2.3049752094375107,2.1800752823086573,2.32753164556962
Alcalá de Henares,Val,Val,Calle de braulio vivas,2.3049752094375107,2.1800752823086573,2.941176470588235
Alcalá de Henares,Val,Val,Calle de cuenca,2.3049752094375107,2.1800752823086573,2.953488372093023
Alcalá de Henares,Val,Val,Calle de zaragoza,2.3049752094375107,2.1800752823086573,2.1164502164502164
Alcalá de Henares,Val,Val,Calle de zaragoza,2.3049752094375107,2.1800752823086573,2.1164502164502164
Alcalá de Henares,Val,Val,Calle juliana merino,2.3049752094375107,2.1800752823086573,1.8172043010752688
Alcalá de Henares,Val,Val,Calle mallorca,2.3049752094375107,2.1800752823086573,1.788
Alcalá de Henares,Val,Val,Calle manuel merino,2.3049752094375107,2.1800752823086573,2.3625954198473282
Alcalá de Henares,Val,Val,Calle ponferrada,2.3049752094375107,2.1800752823086573,2.4017467248908297
Alcalá de Henares,Val,Val,Calle san sebastián,2.3049752094375107,2.1800752823086573,2.027972027972028
Alcalá de Henares,Val,Val,Calle sevilla,2.3049752094375107,2.1800752823086573,2.8695652173913047
Alcalá de Henares,Val,Val,Calle toledo,2.3049752094375107,2.1800752823086573,4.82367758186398
Alcalá de Henares,Val,Val,Calle toledo,2.3049752094375107,2.1800752823086573,4.82367758186398
Alcalá de Henares,Val,Val,Camino viejo de esgaravita,2.3049752094375107,2.1800752823086573,1.1022727272727273
Alcalá de Henares,Val,Val,Paseo del val,2.3049752094375107,2.1800752823086573,2.9885057471264367
Alcalá de Henares,Val,Val,Plaza tordesillas,2.3049752094375107,2.1800752823086573,1.6875
Alcalá de Henares,Val,Val,Via complutense,2.3049752094375107,2.1800752823086573,2.426900584795322
Madrid,Arganzuela,Acacias,Calle de arganda,5.393909489359455,5.227445743329098,6.465116279069767
Madrid,Arganzuela,Acacias,Calle de arganda,5.393909489359455,5.227445743329098,6.465116279069767
Madrid,Arganzuela,Acacias,Calle de ercilla,5.393909489359455,5.227445743329098,5.516778523489933
Madrid,Arganzuela,Acacias,Calle de ercilla,5.393909489359455,5.227445743329098,5.516778523489933
Madrid,Arganzuela,Acacias,Calle de ercilla,5.393909489359455,5.227445743329098,5.516778523489933
Madrid,Arganzuela,Acacias,Calle de la arquitectura,5.393909489359455,5.227445743329098,4.113570637119113
Madrid,Arganzuela,Acacias,Calle de la arquitectura,5.393909489359455,5.227445743329098,4.113570637119113
Madrid,Arganzuela,Acacias,Calle de la arquitectura,5.393909489359455,5.227445743329098,4.113570637119113
Madrid,Arganzuela,Acacias,Calle de las naves,5.393909489359455,5.227445743329098,4.78
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de las peñuelas,5.393909489359455,5.227445743329098,5.402777777777778
Madrid,Arganzuela,Acacias,Calle de martín de vargas,5.393909489359455,5.227445743329098,5.102880658436214
Madrid,Arganzuela,Acacias,Calle de martín de vargas,5.393909489359455,5.227445743329098,5.102880658436214
Madrid,Arganzuela,Acacias,Calle de martín de vargas,5.393909489359455,5.227445743329098,5.102880658436214
Madrid,Arganzuela,Acacias,Calle de melilla,5.393909489359455,5.227445743329098,6.349206349206349
Madrid,Arganzuela,Acacias,Calle de toledo,5.393909489359455,5.227445743329098,5.2859538120847835
Madrid,Arganzuela,Acacias,Calle de toledo,5.393909489359455,5.227445743329098,5.2859538120847835
Madrid,Arganzuela,Acacias,Calle del laurel,5.393909489359455,5.227445743329098,5.327683615819209
Madrid,Arganzuela,Acacias,Calle del laurel,5.393909489359455,5.227445743329098,5.327683615819209
Madrid,Arganzuela,Acacias,Calle nogales,5.393909489359455,5.227445743329098,4.464285714285714
Madrid,Arganzuela,Acacias,Calle san anastasio,5.393909489359455,5.227445743329098,4.7019230769230775
Madrid,Arganzuela,Acacias,Calle san anastasio,5.393909489359455,5.227445743329098,4.7019230769230775
Madrid,Arganzuela,Acacias,Calle toledo,5.393909489359455,5.227445743329098,4.82367758186398
Madrid,Arganzuela,Acacias,De las yeserías,5.393909489359455,5.227445743329098,5.202429149797571
Madrid,Arganzuela,Acacias,De las yeserías,5.393909489359455,5.227445743329098,5.202429149797571
Madrid,Arganzuela,Acacias,Glorieta embajadores,5.393909489359455,5.227445743329098,4.697986577181208
Madrid,Arganzuela,Acacias,Paseo de la esperanza,5.393909489359455,5.227445743329098,6.438888888888889
Madrid,Arganzuela,Acacias,Paseo de la esperanza,5.393909489359455,5.227445743329098,6.438888888888889
Madrid,Arganzuela,Acacias,Paseo de la esperanza,5.393909489359455,5.227445743329098,6.438888888888889
Madrid,Arganzuela,Acacias,Paseo de la esperanza,5.393909489359455,5.227445743329098,6.438888888888889
Madrid,Arganzuela,Acacias,Paseo de la esperanza,5.393909489359455,5.227445743329098,6.438888888888889
Madrid,Arganzuela,Acacias,Paseo de las acacias,5.393909489359455,5.227445743329098,6.037974683544304
Madrid,Arganzuela,Acacias,Paseo de las acacias,5.393909489359455,5.227445743329098,6.037974683544304
Madrid,Arganzuela,Acacias,Paseo de las acacias,5.393909489359455,5.227445743329098,6.037974683544304
Madrid,Arganzuela,Acacias,Paseo de las acacias,5.393909489359455,5.227445743329098,6.037974683544304
Madrid,Arganzuela,Acacias,Paseo de las yeserías,5.393909489359455,5.227445743329098,6.956521739130435
Madrid,Arganzuela,Acacias,Paseo de los olmos,5.393909489359455,5.227445743329098,5.227272727272727
Madrid,Arganzuela,Acacias,Paseo de santa maría de la cabeza,5.393909489359455,5.227445743329098,4.973086627417998
Madrid,Arganzuela,Acacias,Paseo de santa maría de la cabeza,5.393909489359455,5.227445743329098,4.973086627417998
Madrid,Arganzuela,Arganzuela,Acacias,5.393909489359455,5.3222647121308695,5.2881844380403455
Madrid,Arganzuela,Arganzuela,Acacias,5.393909489359455,5.3222647121308695,5.2881844380403455
Madrid,Arganzuela,Arganzuela,Acacias,5.393909489359455,5.3222647121308695,5.2881844380403455
Madrid,Arganzuela,Arganzuela,Acacias,5.393909489359455,5.3222647121308695,5.2881844380403455
Madrid,Arganzuela,Arganzuela,Chopera,5.393909489359455,5.3222647121308695,3.4484304932735426
Madrid,Arganzuela,Arganzuela,Chopera,5.393909489359455,5.3222647121308695,3.4484304932735426
Madrid,Arganzuela,Arganzuela,Delicias,5.393909489359455,5.3222647121308695,4.626655896607431
Madrid,Arganzuela,Arganzuela,Delicias,5.393909489359455,5.3222647121308695,4.626655896607431
Madrid,Arganzuela,Arganzuela,Delicias,5.393909489359455,5.3222647121308695,4.626655896607431
